,30HAJ17CT003,30HAJ17CT001,30HAJ17CT002,30HAJ17CT012,30HAJ17CT010,30HAJ17CT011,30HAJ17CT006,30HAJ17CT004,30HAJ17CT005,30HAJ17CT015,30HAJ17CT013,30HAJ17CT014,30HAJ17CT007,30HAJ17CT008,30HAJ17CT009,30HAJ17CT016,30HAJ17CT017,30HAJ17CT018
Mon Apr 18 00:01:23  2016,803.556,814.299,836.4836,748.6479,732.8142,760.1208,789.2809,781.275,733.2869,751.3379,710.7709,704.3671,699.9943,748.7834,697.2339,663.6953,714.2227,692.9902
Mon Apr 18 00:16:24  2016,812.357,809.2219,828.8232,751.7788,720.7744,746.976,795.9655,778.1661,734.1652,749.4727,708.486,693.8051,697.3345,753.7354,696.3625,659.6979,718.6418,693.4702
Mon Apr 18 00:17:04  2016,811.7136,807.4318,828.0731,750.9421,723.4022,752.7061,794.9249,776.6412,733.726,748.5914,711.1517,698.0607,696.3179,753.2943,695.7817,661.1411,718.0584,693.9056
Mon Apr 18 00:31:44  2016,788.4932,784.3864,809.8189,773.684,749.0772,782.2663,776.1974,761.288,724.7615,765.1206,729.7309,728.4149,686.1624,741.547,694.7207,680.1226,732.0262,707.9485
Mon Apr 18 00:47:24  2016,817.1969,808.1317,830.4279,762.4101,736.6993,766.3914,803.0632,778.3712,736.3164,758.8745,719.1579,710.121,697.8708,760.7554,701.649,669.9406,729.1909,704.4005
Mon Apr 18 01:01:24  2016,811.2198,796.6174,814.0577,761.4692,729.3257,757.7872,793.7932,770.2405,730.5634,758.0817,713.8525,703.662,691.7734,757.6628,696.128,665.4059,722.4136,697.5131
Mon Apr 18 01:16:04  2016,810.0256,798.9976,820.3389,764.61,734.1988,764.61,795.874,771.1266,731.0022,761.2198,717.2503,709.6729,692.3092,753.4979,694.0508,668.6287,728.8871,700.8997
Mon Apr 18 01:31:04  2016,810.726,806.8926,829.0311,763.9181,732.1948,763.7706,798.1049,775.3671,733.636,762.7388,720.0669,707.9707,697.0999,758.3538,700.0055,670.1183,731.272,704.5793
Mon Apr 18 01:47:04  2016,807.5925,802.8685,827.5309,770.8991,738.6826,769.1272,793.7474,772.5587,731.5424,767.2084,720.1117,710.9274,694.7766,755.8516,697.6809,671.1747,732.7802,702.5881
Mon Apr 18 02:01:04  2016,817.45,796.1257,819.8899,781.4457,754.8779,793.0156,803.4186,766.9478,730.3721,773.6041,727.7512,725.8513,689.5529,756.7344,694.0508,678.1624,738.9307,706.0789
Mon Apr 18 02:01:24  2016,819.0956,796.7205,822.1356,782.0381,756.3492,795.6907,804.9087,767.6855,731.5424,773.0129,729.3593,726.8742,690.2781,757.3232,694.4863,679.3204,739.562,707.1422
Mon Apr 18 02:16:24  2016,822.0895,803.1206,822.6885,767.1516,728.8195,759.6332,800.7379,772.2631,730.0797,759.3387,713.3478,700.251,692.019,759.2372,686.9429,663.0285,726.0986,693.1907
Mon Apr 18 02:31:25  2016,835.8939,816.2537,837.548,773.9452,742.4378,779.1222,817.0013,783.6569,738.5703,762.1378,725.1658,712.1823,701.4589,768.0375,696.0834,675.4575,731.9922,700.497
Mon Apr 18 02:48:25  2016,834.1942,796.2744,821.191,786.5757,751.2922,787.3174,817.0013,764.5422,730.6647,775.9127,730.6192,723.3119,690.0884,761.9909,694.8771,678.6857,741.6595,707.0414
Mon Apr 18 03:02:04  2016,830.89,789.5892,813.7129,777.3918,743.6564,781.8329,812.3226,763.2153,728.8649,766.0167,723.604,719.3708,688.7832,763.9071,691.9744,675.068,737.2626,702.2413
Mon Apr 18 03:17:05  2016,846.9902,808.8892,830.89,789.7372,762.2284,803.8651,829.8392,780.0564,740.8703,781.3885,734.4688,733.4442,700.8329,780.7512,705.9225,685.6379,749.2916,713.7402
Mon Apr 18 03:31:44  2016,825.6393,824.74,847.1411,796.5713,772.8537,810.5763,812.0239,785.6865,739.4044,785.5833,747.8114,744.2884,703.7406,767.1521,706.941,694.6756,752.57,718.1589
Mon Apr 18 03:32:24  2016,824.74,838.4043,857.5633,795.3818,776.9935,814.6091,810.6802,794.1475,742.0434,784.9904,747.5177,747.3708,708.3518,767.8445,708.6877,696.2728,754.1876,720.2015
Mon Apr 18 03:48:24  2016,836.8076,820.1548,844.4854,794.4901,776.1061,816.2533,822.4006,790.6398,746.6486,781.1379,743.2614,745.4624,707.389,778.9863,715.1534,693.5144,756.1002,721.2231
Mon Apr 18 04:01:45  2016,849.2187,819.4641,845.7493,787.363,765.3244,806.1008,832.9578,789.8064,744.5035,782.0266,735.3472,735.933,703.9533,779.4873,707.3442,685.1028,749.4837,713.6393
Mon Apr 18 04:16:45  2016,847.1646,828.4082,852.9006,785.7772,777.9268,813.1608,832.2646,797.144,748.9645,780.295,740.8134,745.3608,712.889,787.1014,715.1199,692.9785,754.3798,721.7059
Mon Apr 18 04:31:44  2016,834.1715,801.9064,828.362,786.1194,767.4807,812.6093,818.2788,775.4471,734.8412,779.6002,736.023,739.246,696.5975,772.0021,703.4276,686.7862,749.2802,713.8746
Mon Apr 18 04:32:04  2016,835.6745,801.7575,830.613,785.0815,768.2186,813.2067,819.9248,776.1865,735.8662,778.7122,736.3159,739.5392,697.3237,772.4453,703.864,687.511,749.2802,714.0203
Mon Apr 18 04:48:04  2016,849.3812,840.4883,863.748,798.7452,784.9332,826.6767,834.472,806.1819,751.5643,792.2042,750.399,754.2214,718.7207,787.1014,717.9913,699.9938,763.1127,726.1323
Mon Apr 18 05:02:04  2016,837.1781,818.4285,842.4459,793.8383,769.9901,811.5639,820.6732,787.2953,742.1678,787.8992,744.6721,741.0051,706.0459,780.4326,710.1215,692.4426,758.104,722.0427
Mon Apr 18 05:17:04  2016,847.8724,835.0732,856.3769,805.5961,782.4139,824.2784,831.9182,801.4139,747.157,792.6498,747.3143,754.8097,713.0347,780.8768,711.5779,696.6525,762.8179,721.1669
Mon Apr 18 05:31:45  2016,836.4262,836.7731,850.3333,799.7869,781.0809,818.439,820.4199,796.5035,740.5999,791.1646,739.3926,749.5174,708.9567,776.2889,706.7734,691.8621,760.6076,719.4157
Mon Apr 18 05:47:45  2016,833.3162,836.4724,854.865,809.4741,791.1646,831.7787,819.3722,800.2687,743.3862,799.3405,747.9017,759.2252,712.7881,777.2219,715.8488,702.0287,769.604,724.087
Mon Apr 18 06:01:25  2016,837.9763,836.0213,863.037,811.4146,790.8676,831.6285,826.7122,804.2899,752.3445,800.9778,754.5155,762.6137,715.9946,781.3666,717.3069,702.901,770.7853,727.3013
Mon Apr 18 06:16:04  2016,832.8193,841.7391,862.7339,811.116,794.5814,835.2342,820.8689,805.1383,747.0553,800.2335,752.6038,766.3002,716.2414,780.2845,717.0153,706.683,773.0014,728.3245
Mon Apr 18 06:16:45  2016,833.871,841.438,864.4008,811.8625,794.1356,834.0319,821.6175,806.6292,749.2583,800.3823,752.8978,766.0052,717.408,780.7288,717.5987,706.101,773.4448,728.3245
Mon Apr 18 06:31:45  2016,852.9006,796.5492,839.782,797.7496,804.3005,854.2712,834.8188,782.449,775.0489,779.6002,780.9784,786.0166,710.4575,786.1089,725.9194,715.276,761.7863,738.1302
Mon Apr 18 06:47:25  2016,792.3878,733.1296,755.1387,818.6346,783.793,815.0458,773.8663,707.8817,708.755,798.2989,769.1497,768.4116,653.9617,732.0604,683.1532,698.8314,769.4564,734.176
Mon Apr 18 07:01:26  2016,787.6377,731.6664,752.1974,798.0471,757.3566,786.3132,770.9111,711.3762,707.0084,778.4617,744.864,746.6253,654.1058,729.1351,685.9063,682.0491,755.602,723.5028
Mon Apr 18 07:16:25  2016,788.2311,728.7413,748.377,817.8867,762.0696,790.0226,772.0929,705.4079,703.6625,801.6192,747.5063,754.7079,652.2316,726.6501,681.5599,686.5409,770.0923,727.931
Mon Apr 18 07:31:25  2016,762.6033,728.1566,736.6434,801.5159,796.1593,814.4938,748.0833,701.2915,688.5602,779.0992,723.6824,752.9882,651.3224,707.7922,663.9178,689.3403,748.3423,704.3553
Mon Apr 18 07:48:25  2016,824.8671,813.9432,819.9248,781.0239,783.9868,804.3463,811.1053,777.074,716.2862,770.2286,719.1574,744.1754,699.7935,756.814,692.6779,688.0352,740.4186,701.1564
Mon Apr 18 08:02:26  2016,839.5852,781.5146,842.4459,810.0135,812.4023,865.5193,826.3662,775.4471,784.9227,784.135,804.7933,801.6649,713.6176,774.8101,733.4788,732.5997,768.9566,751.7217
Mon Apr 18 08:17:26  2016,873.4601,787.8887,832.8193,800.7715,834.4247,885.4376,855.1208,785.071,785.5157,773.9222,826.4689,819.1294,710.1215,805.0925,749.6087,748.4326,756.1339,764.0879
Mon Apr 18 08:31:45  2016,870.4222,791.4967,840.5346,814.0456,831.2703,878.5826,852.5984,790.4116,791.1996,792.5925,827.9687,820.9255,716.3872,811.9554,755.6367,750.1955,771.3193,777.5284
Mon Apr 18 08:47:45  2016,856.3769,800.8641,846.863,818.9798,864.9128,911.3008,841.8898,791.3482,797.144,793.6324,857.4928,846.4675,721.1003,801.265,758.0368,777.0275,765.8577,780.7848
Mon Apr 18 09:01:46  2016,886.1425,828.512,870.6207,843.7543,915.1426,943.0776,867.8887,825.6627,824.1639,819.2791,895.8215,886.8102,742.9011,824.4175,782.2552,817.0352,778.8602,799.4893
Mon Apr 18 09:02:06  2016,887.2101,832.2646,873.3548,847.0708,911.6079,929.7785,870.4688,830.4629,825.9625,823.3217,899.9529,886.2001,744.9551,826.0663,785.2192,819.1294,781.6733,802.1691
Mon Apr 18 09:16:46  2016,908.0188,838.8791,872.1393,858.9011,930.9066,949.482,893.7762,834.6685,820.4199,818.531,907.5102,897.7042,744.6617,857.3891,797.0983,830.3695,794.1356,812.0118
Mon Apr 18 09:31:45  2016,913.3936,823.265,857.1331,874.4761,893.0698,942.4579,898.5174,807.1224,808.4649,834.8755,904.3958,875.9965,730.7438,861.4756,795.0167,818.531,807.8329,818.2895
Mon Apr 18 09:47:26  2016,929.4588,832.7615,864.2959,884.218,879.0392,924.5336,910.215,805.379,819.2685,844.8092,891.6948,862.1853,739.1341,859.554,793.1305,800.0272,814.2067,818.5427
Mon Apr 18 10:01:25  2016,924.9853,826.9083,863.8412,880.3626,867.4443,910.9465,903.1588,804.7828,816.4266,843.7081,877.3187,851.4009,737.8154,851.2392,788.5278,788.6868,811.472,812.2187
Mon Apr 18 10:16:26  2016,909.9078,831.56,866.7217,878.4424,914.0785,932.2612,899.0236,818.5204,823.1613,844.7166,923.0045,891.4013,746.9085,864.0977,813.5408,842.9084,816.8054,831.0396
Mon Apr 18 10:17:06  2016,909.1403,831.7101,867.1767,877.9858,927.63,938.4451,898.7175,820.7652,823.4608,842.2596,928.2472,901.6494,747.349,865.1587,816.9786,851.459,816.0578,831.0396
Mon Apr 18 10:31:46  2016,934.663,851.6922,884.6645,896.9041,924.854,962.0353,921.1331,837.5251,833.813,862.302,941.2312,905.481,754.7993,886.0955,826.816,853.5273,827.692,841.3678
Mon Apr 18 10:47:46  2016,938.1722,846.4106,879.7428,889.3105,940.0403,945.9268,925.092,827.2659,829.7124,854.3294,932.1542,914.8944,748.4336,882.6951,820.0744,852.0632,822.3885,836.7955
Mon Apr 18 11:01:06  2016,936.9348,853.9583,889.4992,898.3752,922.0208,944.5795,925.092,844.4045,845.8074,862.4418,938.5403,902.6628,761.0844,888.7948,835.6282,854.8758,829.1806,842.5609
Mon Apr 18 11:16:06  2016,926.2782,854.9697,894.7993,894.1867,950.4131,934.3053,913.1927,849.834,852.5519,860.0653,948.2408,923.3481,767.7198,885.7436,840.7431,871.1335,826.123,843.1055
Mon Apr 18 11:31:06  2016,950.8321,848.325,864.809,885.0739,852.7484,893.4694,917.8058,807.4781,811.5532,848.9739,857.1321,837.825,736.6548,865.3221,780.8312,766.7767,817.829,810.0594
Mon Apr 18 11:31:46  2016,945.5581,845.0073,862.3844,883.4441,844.1483,883.2449,913.6537,804.7944,809.165,848.0686,848.8694,829.0073,735.1904,861.8369,779.2027,759.9955,817.0812,806.0317
Mon Apr 18 11:47:26  2016,896.2814,808.3731,831.7218,832.3099,828.7072,868.3894,866.1269,777.7683,781.173,798.3788,817.1732,813.1375,715.6133,815.6447,747.0668,741.2305,782.0035,773.5696
Mon Apr 18 12:01:26  2016,795.9659,738.6044,759.9059,811.8394,766.4248,785.948,771.7066,720.8646,716.3872,787.1345,744.5025,755.0812,666.8177,752.7518,700.8668,690.3889,769.4334,737.5214
Mon Apr 18 12:16:06  2016,765.609,722.1783,736.6548,834.4593,762.1487,782.391,746.6263,700.3301,698.4411,814.6776,734.9753,744.9427,655.8032,719.0238,688.6719,685.1694,786.3018,735.1781
Mon Apr 18 12:30:47  2016,751.8697,721.3025,724.3687,843.2326,790.2964,821.9043,735.6297,691.8631,688.7166,830.4503,757.7753,766.9128,651.6219,705.0388,669.8077,708.306,791.2443,730.5402
Mon Apr 18 12:31:26  2016,751.7227,720.7186,724.953,845.3425,786.5869,817.5643,735.7761,691.5729,689.1516,832.7026,757.1865,764.5527,651.6219,704.3115,669.6632,706.5596,792.5809,730.2476
Mon Apr 18 12:48:26  2016,771.7635,792.3993,807.4323,823.8516,790.8902,827.2994,765.1664,757.3123,717.8007,804.4263,749.5398,762.4888,689.3525,726.1781,696.0279,706.1231,781.6048,726.5928
Mon Apr 18 13:02:27  2016,801.2766,846.6775,898.3763,833.9044,824.6008,873.7979,798.1511,831.4792,781.6743,811.4373,796.6854,804.5754,744.4811,751.3835,728.2242,739.1218,785.7542,751.0658
Mon Apr 18 13:16:46  2016,852.4127,807.5814,855.935,825.3502,889.0284,927.7009,841.9014,807.3864,823.5762,796.2392,854.3989,858.6332,739.3936,798.1511,773.8323,793.118,777.164,788.7208
Mon Apr 18 13:31:47  2016,910.7939,828.3737,869.4645,863.6302,929.8614,950.9145,898.0702,821.6291,828.9738,839.0168,896.5154,897.4333,743.4993,851.8085,819.3377,827.2994,811.7474,820.5685
Mon Apr 18 13:32:26  2016,916.4804,828.6737,869.7681,867.5723,924.1541,941.1475,902.5106,820.2817,828.3737,842.9313,892.8464,892.9991,743.4993,854.3768,817.9912,822.5034,813.3904,819.3711
Mon Apr 18 13:48:27  2016,919.9131,823.9219,862.9438,857.4229,892.5408,928.9353,898.1172,804.4963,825.4206,822.7569,871.6708,866.6623,742.6642,854.8767,798.1968,797.8295,801.4586,802.3522
Mon Apr 18 14:02:06  2016,929.5182,824.4175,864.0511,867.8291,913.2269,934.9591,911.6563,805.1383,825.6166,830.4041,885.0153,882.7291,742.2693,863.7014,813.449,815.8734,808.7622,813.988
Mon Apr 18 14:17:07  2016,921.0383,832.0684,878.8295,862.7212,930.3245,934.8046,907.7119,816.9327,846.4106,828.9033,901.2603,899.8821,760.3931,870.574,825.9164,834.7599,812.7929,821.9159
Mon Apr 18 14:32:07  2016,944.2585,841.2874,880.9609,874.8619,945.7953,944.0905,926.1714,825.5128,840.6852,844.0904,906.7784,910.3083,753.6226,884.8757,830.4168,840.024,822.6647,834.0664
Mon Apr 18 14:48:07  2016,950.462,844.1494,879.5905,871.3204,940.0162,930.5858,933.8903,824.014,839.6315,847.2563,912.4114,913.1796,754.9464,889.2996,831.1674,841.2284,822.3652,833.1649
Mon Apr 18 15:02:07  2016,940.7557,844.2537,884.1135,878.7698,948.3839,940.3258,925.8155,826.47,844.8566,849.6703,916.562,918.1005,757.063,883.8673,833.3278,848.614,823.2178,832.8183
Mon Apr 18 15:16:27  2016,951.7636,854.1675,890.6268,875.6805,927.4517,924.83,937.5059,837.583,851.4484,853.2481,917.7454,907.4512,764.2364,895.1168,843.512,841.6338,824.82,836.83
Mon Apr 18 15:31:26  2016,932.9752,870.9362,913.2518,870.4678,930.6453,945.1873,920.9436,870.4805,880.9727,843.847,833.3151,876.6983,789.19,885.298,854.8303,796.9943,824.2206,837.8828
Mon Apr 18 15:31:47  2016,936.3757,873.5185,915.2502,866.2191,932.3442,923.8578,924.6415,872.6069,882.9529,836.1707,833.7659,878.3719,790.6744,886.3655,856.3421,795.3587,819.5325,831.5245
Mon Apr 18 15:47:47  2016,934.6275,874.0797,913.973,847.9177,855.4686,891.4832,921.5123,872.864,883.9728,791.3015,817.7254,810.8517,793.3022,879.3098,837.2939,757.0055,780.5342,769.5925
Mon Apr 18 16:01:47  2016,943.8653,856.598,895.3756,842.8967,803.7961,838.6813,928.5568,843.4658,872.0577,821.7202,771.4556,763.3393,781.7314,882.9647,838.6015,715.9937,771.0239,768.6614
Mon Apr 18 16:16:47  2016,924.9618,843.1644,893.0827,851.7493,874.1721,912.6833,913.772,842.0637,869.6282,813.7467,827.9687,818.8302,776.0616,875.4597,832.5422,768.6045,776.4473,778.3707
Mon Apr 18 16:31:47  2016,951.2621,858.972,896.858,852.4581,858.2028,902.0501,936.8517,842.6661,868.519,805.0457,822.8263,812.5059,778.7247,889.476,834.345,760.5962,772.5581,771.5239
Mon Apr 18 16:47:07  2016,927.6904,839.6548,897.317,868.0512,851.5519,901.2842,917.2142,843.2224,872.42,822.3309,824.774,806.3875,774.6852,877.8464,830.0937,760.2562,780.8417,777.2894
Mon Apr 18 17:01:07  2016,935.1032,846.0859,903.548,860.5779,884.8865,922.4356,921.9863,844.5785,887.0343,815.2988,831.9288,824.7279,792.7651,877.5422,827.543,775.4576,779.5093,783.0636
Mon Apr 18 17:01:27  2016,934.7941,845.8308,903.0883,861.7893,882.1434,923.8224,921.5242,844.88,885.9666,816.1957,832.2292,823.3793,792.7651,877.0858,827.243,774.5704,779.9534,783.0636
Mon Apr 18 17:16:07  2016,944.1873,847.4432,909.0697,872.7111,883.2099,934.1629,934.9486,843.7787,894.8229,821.7318,846.5257,827.2766,802.6859,882.3672,830.7982,781.9696,785.5377,786.8724
Mon Apr 18 17:30:48  2016,901.5091,828.6392,858.7277,795.9193,800.3823,851.9586,881.1954,797.373,822.7466,760.3583,768.3661,758.3418,750.0272,838.7637,778.6337,711.4874,736.0344,735.8879
Mon Apr 18 17:48:07  2016,914.7063,826.0435,872.981,814.9539,810.3237,872.3606,897.2228,809.5899,844.3815,779.1107,789.6343,773.6381,765.632,842.6779,788.8592,726.1771,739.1108,740.5767
Mon Apr 18 18:02:07  2016,945.5345,846.6428,890.4978,839.5497,834.8873,897.2101,929.4947,827.4969,858.7277,786.667,800.7831,793.644,777.4044,862.5712,805.7693,743.0131,758.6024,755.3644
Mon Apr 18 18:16:47  2016,961.5336,875.2142,925.7448,818.7959,875.9615,936.3867,950.3429,875.5183,902.0748,777.5854,842.9664,829.1345,807.2605,899.8837,853.4937,773.5927,747.8679,756.2473
Mon Apr 18 18:31:48  2016,977.5965,879.3217,920.9676,820.2924,874.8973,925.5775,967.4523,871.871,895.7993,792.5584,870.0359,834.8412,805.4712,914.6118,857.4244,798.5049,752.717,766.4139
Mon Apr 18 18:32:28  2016,981.8174,878.7128,922.9702,820.1426,890.7433,939.7903,972.4433,872.1748,898.7061,789.8856,866.091,840.8582,807.4095,917.38,858.4834,798.2075,753.7463,767.4467
Mon Apr 18 18:48:08  2016,976.2986,874.9102,926.3615,842.6652,922.9572,947.0719,958.5775,863.3287,916.1967,804.6102,867.9112,854.2829,823.807,908.574,842.7822,806.8463,760.7664,776.1176
Mon Apr 18 19:02:07  2016,895.1406,839.6666,872.7824,856.9579,945.6288,955.2517,843.5818,841.4268,847.803,829.9888,888.7118,876.2189,775.584,835.8136,791.5885,836.8996,794.6501,809.6923
Mon Apr 18 19:16:48  2016,880.3405,765.2916,807.4095,848.6492,911.9863,943.3043,846.0977,774.4466,778.1442,818.1514,872.571,855.8993,715.4006,793.5195,779.8748,822.3425,786.6329,805.3669
Mon Apr 18 19:31:28  2016,837.0627,761.1641,799.2158,825.1891,889.017,945.0089,764.9966,744.6959,736.779,778.2797,840.0591,829.9888,683.1423,759.9402,745.5313,791.3246,768.6843,783.6223
Mon Apr 18 19:47:28  2016,797.2817,726.8303,739.856,790.2853,773.5472,814.862,758.9546,700.8893,685.5052,758.2059,738.2317,742.1896,647.7536,720.9434,698.2291,701.8946,735.1672,738.243
Mon Apr 18 20:01:28  2016,770.014,688.1145,713.2592,788.3103,758.8969,799.6039,747.6318,683.0421,671.3202,749.4837,727.9423,735.4036,633.3608,700.8446,681.5491,692.8446,738.0965,730.9232
Mon Apr 18 20:16:28  2016,745.8248,682.8972,709.7633,804.9656,765.2338,802.1348,731.2166,669.9747,661.9301,764.9388,726.6269,743.4646,626.1737,689.665,672.8662,695.0219,739.562,732.0934
Mon Apr 18 20:31:27  2016,762.5923,684.6357,712.385,808.8429,757.1302,784.4545,742.9352,671.9987,668.4294,774.6843,720.2015,739.2124,626.1737,689.23,671.4203,687.3328,737.071,727.8524
Mon Apr 18 20:47:28  2016,762.5923,693.6271,722.4481,817.8063,778.6782,818.1055,748.6598,681.6939,679.7112,775.1279,739.3589,759.6332,633.0291,692.6671,672.9664,704.031,747.0435,737.364
Mon Apr 18 21:01:08  2016,725.9086,685.5052,705.8336,820.2003,748.6023,787.4201,716.1744,666.2178,659.7651,789.6459,704.9037,729.2581,619.8096,664.4403,640.2219,677.7728,744.9883,709.0344
Mon Apr 18 21:01:47  2016,728.3931,685.795,707.8708,820.6494,749.3368,788.1619,719.5291,667.5181,661.3527,788.0135,706.0676,730.2817,621.2455,664.2959,640.2219,678.9307,745.4286,709.3256
Mon Apr 18 21:16:48  2016,748.6147,691.7405,715.2996,814.2182,761.5483,793.507,731.9481,675.7591,672.3323,785.0474,708.9783,735.2572,631.4474,681.7943,656.0697,681.5369,747.7776,709.7624
Mon Apr 18 21:31:28  2016,747.1461,693.4819,719.5291,816.1613,755.3644,785.7888,730.9241,676.7719,681.8833,786.0853,712.9107,732.1835,637.4879,687.0105,662.7076,680.5232,749.3933,712.9668
Mon Apr 18 21:47:28  2016,745.8248,690.3903,713.2144,825.293,758.308,787.8651,728.2469,670.5529,673.5893,792.6156,714.0765,732.6224,629.2911,677.5957,649.5823,681.1024,751.7445,709.908
Mon Apr 18 22:01:28  2016,748.9084,698.6649,722.1113,827.5421,765.2338,797.8184,735.7088,680.2458,682.2733,790.3424,720.0555,737.6006,637.7756,684.5467,659.3878,685.6937,756.9945,716.566
Mon Apr 18 22:16:28  2016,755.9653,696.7766,720.5056,830.647,764.0087,799.707,738.199,678.0743,678.9429,798.0701,722.2,740.6331,635.6177,684.112,655.2043,688.3031,762.7388,721.3804
Mon Apr 18 22:31:28  2016,753.6117,697.9385,718.9006,829.7464,763.4191,795.6907,737.4664,678.3639,680.6802,797.4752,720.3026,737.116,637.344,685.4161,659.5321,687.2882,762.0019,720.6506
Mon Apr 18 22:48:08  2016,750.9654,702.5891,727.6622,835.6044,764.8935,794.3529,730.8791,682.2733,683.4321,804.4727,720.8863,737.8485,637.7756,682.8081,655.4928,686.1286,762.1492,716.8577
Mon Apr 18 23:02:09  2016,771.8887,709.4274,739.9575,835.1072,777.8473,814.1264,753.9058,691.696,692.5665,804.7707,733.8496,753.95,643.1008,692.6671,665.4512,695.4128,761.2198,723.8176
Mon Apr 18 23:16:48  2016,760.0875,706.2253,727.2238,837.0617,772.9675,806.5137,740.3973,683.4321,682.7078,806.3647,726.6831,746.3094,637.2001,681.5046,650.5911,690.8691,763.7253,719.4384
Mon Apr 18 23:31:48  2016,771.8887,707.9716,737.3199,836.6106,784.0669,824.6013,757.2899,691.841,694.3082,799.6612,738.0965,759.5427,643.9647,695.425,666.3179,700.8884,766.0849,730.1019
Mon Apr 18 23:47:48  2016,764.6563,708.2628,733.2202,835.1072,775.4806,813.5287,746.9993,685.8954,687.0551,801.4476,730.6306,748.9526,639.3584,688.3154,656.3582,692.7553,764.3151,720.6058
Tue Apr 19 00:01:49  2016,760.6768,709.1362,730.5865,844.2878,774.2978,802.3411,741.4236,684.4463,685.3157,808.3035,726.0986,744.2546,635.4739,680.7805,649.2942,687.3886,761.1744,713.561
Tue Apr 19 00:16:49  2016,783.1332,710.8835,740.1041,821.4095,770.5583,807.5118,766.4263,695.76,690.9706,786.2451,728.246,746.9983,642.381,703.9985,671.5204,689.5191,754.1086,717.643
Tue Apr 19 00:31:28  2016,780.5696,706.5163,731.1716,815.7244,768.196,797.9787,765.0988,686.1408,686.9101,784.4659,725.1771,744.9433,637.2001,698.475,662.4188,687.3441,749.2579,714.4354
